id,type_id,group_id,lv,total_exp
370,1,5,20,4459
371,1,5,21,5350
372,1,5,22,6370
373,1,5,23,7531
374,1,5,24,8846
375,1,5,25,10328
376,1,5,26,11991
377,1,5,27,13849
378,1,5,28,15917
379,1,5,29,18211
380,1,5,30,20746
381,1,5,31,23539
382,1,5,32,26606
383,1,5,33,29967
384,1,5,34,33637
385,1,5,35,37638
386,1,5,36,41986
387,1,5,37,46703
388,1,5,38,51809
389,1,5,39,57325
390,1,5,40,63271
391,1,5,41,69671
392,1,5,42,76546
393,1,5,43,83920
394,1,5,44,91817
395,1,5,45,100260
396,1,5,46,109274
397,1,5,47,118885
398,1,5,48,129119
399,1,5,49,140001
400,1,5,50,151559
401,1,5,51,163821
402,1,5,52,176814
403,1,5,53,190567
404,1,5,54,205109
405,1,5,55,220470
406,1,5,56,236680
407,1,5,57,253770
408,1,5,58,271771
409,1,5,59,290716
410,1,5,60,310636
411,1,5,61,331564
412,1,5,62,353535
413,1,5,63,376582
414,1,5,64,400740
415,1,5,65,426043
416,1,5,66,452529
417,1,5,67,480233
418,1,5,68,509192
419,1,5,69,539443
420,1,5,70,571025
421,1,5,71,602606
422,1,5,72,634188
423,1,5,73,665770
424,1,5,74,697351
425,1,5,75,728933
426,1,5,76,760515
427,1,5,77,792096
428,1,5,78,823678
429,1,5,79,855260
430,1,5,80,886841
431,1,5,81,918423
432,1,5,82,950005
433,1,5,83,981586
434,1,5,84,1013168
435,1,5,85,1044750
436,1,5,86,1076331
437,1,5,87,1107913
438,1,5,88,1139495
439,1,5,89,1171076
440,1,5,90,1202658
441,1,5,91,1234240
442,1,5,92,1265821
443,1,5,93,1297403
444,1,5,94,1328985
445,1,5,95,1360566
446,1,5,96,1392148
447,1,5,97,1423730
448,1,5,98,1455311
449,1,5,99,1486893
450,1,6,20,9145
451,1,6,21,10532
452,1,6,22,12076
453,1,6,23,13791
454,1,6,24,15690
455,1,6,25,17786
456,1,6,26,20094
457,1,6,27,22630
458,1,6,28,25405
459,1,6,29,28443
460,1,6,30,31758
461,1,6,31,35366
462,1,6,32,39285
463,1,6,33,43535
464,1,6,34,48134
465,1,6,35,53103
466,1,6,36,58460
467,1,6,37,64229
468,1,6,38,70429
469,1,6,39,77083
470,1,6,40,84213
471,1,6,41,91844
472,1,6,42,99998
473,1,6,43,108700
474,1,6,44,117975
475,1,6,45,127849
476,1,6,46,138348
477,1,6,47,149498
478,1,6,48,161327
479,1,6,49,173862
480,1,6,50,187133
481,1,6,51,201168
482,1,6,52,215997
483,1,6,53,231650
484,1,6,54,248158
485,1,6,55,265551
486,1,6,56,283863
487,1,6,57,303126
488,1,6,58,323373
489,1,6,59,344637
490,1,6,60,366953
491,1,6,61,390356
492,1,6,62,414880
493,1,6,63,440563
494,1,6,64,467441
495,1,6,65,495550
496,1,6,66,524929
497,1,6,67,555616
498,1,6,68,587650
499,1,6,69,621071
500,1,6,70,655918
501,1,6,71,690765
502,1,6,72,725612
503,1,6,73,760460
504,1,6,74,795307
505,1,6,75,830154
506,1,6,76,865001
507,1,6,77,899848
508,1,6,78,934695
509,1,6,79,969543
510,1,6,80,1004390
511,1,6,81,1039237
512,1,6,82,1074084
513,1,6,83,1108931
514,1,6,84,1143778
515,1,6,85,1178626
516,1,6,86,1213473
517,1,6,87,1248320
518,1,6,88,1283167
519,1,6,89,1318014
520,1,6,90,1352861
521,1,6,91,1387709
522,1,6,92,1422556
523,1,6,93,1457403
524,1,6,94,1492250
525,1,6,95,1527097
526,1,6,96,1561944
527,1,6,97,1596792
528,1,6,98,1631639
529,1,6,99,1666486
530,1,7,5,64
531,1,7,6,102
532,1,7,7,153
533,1,7,8,222
534,1,7,9,311
535,1,7,10,426
536,1,7,11,571
537,1,7,12,752
538,1,7,13,975
539,1,7,14,1246
540,1,7,15,1571
541,1,7,16,1959
542,1,7,17,2417
543,1,7,18,2953
544,1,7,19,3576
545,1,7,20,4296
546,1,7,21,5123
547,1,7,22,6065
548,1,7,23,7136
549,1,7,24,8344
550,1,7,25,9704
551,1,7,26,11226
552,1,7,27,12923
553,1,7,28,14809
554,1,7,29,16897
555,1,7,30,19202
556,1,7,31,21739
557,1,7,32,24521
558,1,7,33,27566
559,1,7,34,30889
560,1,7,35,34507
561,1,7,36,38437
562,1,7,37,42697
563,1,7,38,47305
564,1,7,39,52279
565,1,7,40,57639
566,1,7,41,63404
567,1,7,42,69595
568,1,7,43,76231
569,1,7,44,83335
570,1,7,45,90926
571,1,7,46,99029
572,1,7,47,107664
573,1,7,48,116856
574,1,7,49,126627
575,1,7,50,137002
576,1,7,51,148005
577,1,7,52,159661
578,1,7,53,171996
579,1,7,54,185036
580,1,7,55,198806
581,1,7,56,213335
582,1,7,57,228649
583,1,7,58,244776
584,1,7,59,261745
585,1,7,60,279585
586,1,7,61,298325
587,1,7,62,317995
588,1,7,63,338626
589,1,7,64,360247
590,1,7,65,382892
591,1,7,66,406591
592,1,7,67,431376
593,1,7,68,457281
594,1,7,69,484339
595,1,7,70,512584
596,1,7,71,540829
597,1,7,72,569074
598,1,7,73,597319
599,1,7,74,625564
600,1,7,75,653809
601,1,7,76,682054
602,1,7,77,710299
603,1,7,78,738544
604,1,7,79,766789
605,1,7,80,795034
606,1,7,81,823279
607,1,7,82,851524
608,1,7,83,879769
609,1,7,84,908014
610,1,7,85,936259
611,1,7,86,964504
612,1,7,87,992749
613,1,7,88,1020994
614,1,7,89,1049239
615,1,7,90,1077484
616,1,7,91,1105729
617,1,7,92,1133974
618,1,7,93,1162219
619,1,7,94,1190464
620,1,7,95,1218709
621,1,7,96,1246954
622,1,7,97,1275199
623,1,7,98,1303444
624,1,7,99,1331689
625,1,8,10,343
626,1,8,11,478
627,1,8,12,649
628,1,8,13,864
629,1,8,14,1130
630,1,8,15,1453
631,1,8,16,1843
632,1,8,17,2308
633,1,8,18,2857
634,1,8,19,3499
635,1,8,20,4246
636,1,8,21,5107
637,1,8,22,6095
638,1,8,23,7220
639,1,8,24,8496
640,1,8,25,9936
641,1,8,26,11552
642,1,8,27,13360
643,1,8,28,15373
644,1,8,29,17606
645,1,8,30,20076
646,1,8,31,22799
647,1,8,32,25791
648,1,8,33,29069
649,1,8,34,32651
650,1,8,35,36557
651,1,8,36,40804
652,1,8,37,45412
653,1,8,38,50401
654,1,8,39,55791
655,1,8,40,61605
656,1,8,41,67862
657,1,8,42,74586
658,1,8,43,81799
659,1,8,44,89524
660,1,8,45,97785
661,1,8,46,106607
662,1,8,47,116013
663,1,8,48,126031
664,1,8,49,136684
665,1,8,50,148001
666,1,8,51,160007
667,1,8,52,172731
668,1,8,53,186201
669,1,8,54,200445
670,1,8,55,215492
671,1,8,56,231372
672,1,8,57,248115
673,1,8,58,265752
674,1,8,59,284315
675,1,8,60,303835
676,1,8,61,324344
677,1,8,62,345877
678,1,8,63,368465
679,1,8,64,392143
680,1,8,65,416946
681,1,8,66,442908
682,1,8,67,470066
683,1,8,68,498456
684,1,8,69,528114
685,1,8,70,559077
686,1,8,71,590040
687,1,8,72,621004
688,1,8,73,651967
689,1,8,74,682930
690,1,8,75,713894
691,1,8,76,744857
692,1,8,77,775820
693,1,8,78,806784
694,1,8,79,837747
695,1,8,80,868710
696,1,8,81,899674
697,1,8,82,930637
698,1,8,83,961600
699,1,8,84,992564
700,1,8,85,1023527
701,1,8,86,1054490
702,1,8,87,1085454
703,1,8,88,1116417
704,1,8,89,1147380
705,1,8,90,1178344
706,1,8,91,1209307
707,1,8,92,1240270
708,1,8,93,1271234
709,1,8,94,1302197
710,1,8,95,1333160
711,1,8,96,1364124
712,1,8,97,1395087
713,1,8,98,1426050
714,1,8,99,1457014
715,1,9,10,326
716,1,9,11,448
717,1,9,12,604
718,1,9,13,797
719,1,9,14,1036
720,1,9,15,1325
721,1,9,16,1672
722,1,9,17,2086
723,1,9,18,2572
724,1,9,19,3141
725,1,9,20,3801
726,1,9,21,4562
727,1,9,22,5432
728,1,9,23,6424
729,1,9,24,7546
730,1,9,25,8812
731,1,9,26,10232
732,1,9,27,11819
733,1,9,28,13585
734,1,9,29,15544
735,1,9,30,17709
736,1,9,31,20097
737,1,9,32,22717
738,1,9,33,25587
739,1,9,34,28722
740,1,9,35,32139
741,1,9,36,35854
742,1,9,37,39883
743,1,9,38,44245
744,1,9,39,48956
745,1,9,40,54036
746,1,9,41,59503
747,1,9,42,65377
748,1,9,43,71676
749,1,9,44,78422
750,1,9,45,85635
751,1,9,46,93337
752,1,9,47,101548
753,1,9,48,110291
754,1,9,49,119588
755,1,9,50,129463
756,1,9,51,139939
757,1,9,52,151040
758,1,9,53,162790
759,1,9,54,175215
760,1,9,55,188339
761,1,9,56,202189
762,1,9,57,216791
763,1,9,58,232171
764,1,9,59,248357
765,1,9,60,265377
766,1,9,61,283259
767,1,9,62,302031
768,1,9,63,321723
769,1,9,64,342365
770,1,9,65,363985
771,1,9,66,386616
772,1,9,67,410287
773,1,9,68,435031
774,1,9,69,460879
775,1,9,70,487864
776,1,9,71,514849
777,1,9,72,541834
778,1,9,73,568819
779,1,9,74,595804
780,1,9,75,622789
781,1,9,76,649774
782,1,9,77,676759
783,1,9,78,703744
784,1,9,79,730729
785,1,9,80,757714
786,1,9,81,784699
787,1,9,82,811684
788,1,9,83,838669
789,1,9,84,865654
790,1,9,85,892639
791,1,9,86,919624
792,1,9,87,946609
793,1,9,88,973594
794,1,9,89,1000579
795,1,9,90,1027564
796,1,9,91,1054549
797,1,9,92,1081534
798,1,9,93,1108519
799,1,9,94,1135504
800,1,9,95,1162489
801,1,9,96,1189474
802,1,9,97,1216459
803,1,9,98,1243444
804,1,9,99,1270429
805,1,10,10,326
806,1,10,11,448
807,1,10,12,604
808,1,10,13,797
809,1,10,14,1036
810,1,10,15,1325
811,1,10,16,1672
812,1,10,17,2086
813,1,10,18,2572
814,1,10,19,3141
815,1,10,20,3801
816,1,10,21,4562
817,1,10,22,5432
818,1,10,23,6424
819,1,10,24,7546
820,1,10,25,8812
821,1,10,26,10232
822,1,10,27,11819
823,1,10,28,13585
824,1,10,29,15544
825,1,10,30,17709
826,1,10,31,20094
827,1,10,32,22714
828,1,10,33,25584
829,1,10,34,28719
830,1,10,35,32136
831,1,10,36,35851
832,1,10,37,39880
833,1,10,38,44241
834,1,10,39,48953
835,1,10,40,54033
836,1,10,41,59500
837,1,10,42,65373
838,1,10,43,71673
839,1,10,44,78419
840,1,10,45,85632
841,1,10,46,93333
842,1,10,47,101544
843,1,10,48,110287
844,1,10,49,119585
845,1,10,50,129460
846,1,10,51,139936
847,1,10,52,151036
848,1,10,53,162787
849,1,10,54,175211
850,1,10,55,188336
851,1,10,56,202186
852,1,10,57,216035
853,1,10,58,231416
854,1,10,59,247602
855,1,10,60,264622
856,1,10,61,282504
857,1,10,62,301276
858,1,10,63,320968
859,1,10,64,341609
860,1,10,65,363230
861,1,10,66,385860
862,1,10,67,409532
863,1,10,68,434276
864,1,10,69,460124
865,1,10,70,487109
866,1,10,71,514094
867,1,10,72,541079
868,1,10,73,568064
869,1,10,74,595049
870,1,10,75,622034
871,1,10,76,649019
872,1,10,77,676004
873,1,10,78,702989
874,1,10,79,729974
875,1,10,80,756959
876,1,10,81,783944
877,1,10,82,810929
878,1,10,83,837914
879,1,10,84,864899
880,1,10,85,891884
881,1,10,86,918869
882,1,10,87,945854
883,1,10,88,972839
884,1,10,89,999824
885,1,10,90,1026809
886,1,10,91,1053794
887,1,10,92,1080779
888,1,10,93,1107764
889,1,10,94,1134749
890,1,10,95,1161734
891,1,10,96,1188719
892,1,10,97,1215704
893,1,10,98,1242689
894,1,10,99,1269674
895,1,11,25,10796
896,1,11,26,12360
897,1,11,27,14094
898,1,11,28,16010
899,1,11,29,18121
900,1,11,30,20441
901,1,11,31,22984
902,1,11,32,25762
903,1,11,33,28793
904,1,11,34,32089
905,1,11,35,35668
906,1,11,36,39545
907,1,11,37,43736
908,1,11,38,48260
909,1,11,39,53132
910,1,11,40,58372
911,1,11,41,63998
912,1,11,42,70028
913,1,11,43,76482
914,1,11,44,83379
915,1,11,45,90740
916,1,11,46,98586
917,1,11,47,106937
918,1,11,48,115816
919,1,11,49,125244
920,1,11,50,135244
921,1,11,51,145839
922,1,11,52,157052
923,1,11,53,168907
924,1,11,54,181430
925,1,11,55,194643
926,1,11,56,208574
927,1,11,57,223247
928,1,11,58,238689
929,1,11,59,254926
930,1,11,60,271986
931,1,11,61,289896
932,1,11,62,308684
933,1,11,63,328380
934,1,11,64,349011
935,1,11,65,370607
936,1,11,66,393198
937,1,11,67,416815
938,1,11,68,441488
939,1,11,69,467248
940,1,11,70,494128
941,1,11,71,521008
942,1,11,72,547888
943,1,11,73,574768
944,1,11,74,601648
945,1,11,75,628528
946,1,11,76,655408
947,1,11,77,682288
948,1,11,78,709168
949,1,11,79,736048
950,1,11,80,762928
951,1,11,81,789808
952,1,11,82,816688
953,1,11,83,843568
954,1,11,84,870448
955,1,11,85,897328
956,1,11,86,924208
957,1,11,87,951088
958,1,11,88,977968
959,1,11,89,1004848
960,1,11,90,1031728
961,1,11,91,1058608
962,1,11,92,1085488
963,1,11,93,1112368
964,1,11,94,1139248
965,1,11,95,1166128
966,1,11,96,1193008
967,1,11,97,1219888
968,1,11,98,1246768
969,1,11,99,1273648
970,1,12,50,167977
971,1,12,51,181684
972,1,12,52,196214
973,1,12,53,211598
974,1,12,54,227869
975,1,12,55,245061
976,1,12,56,263208
977,1,12,57,282344
978,1,12,58,302506
979,1,12,59,323728
980,1,12,60,346048
981,1,12,61,369503
982,1,12,62,394130
983,1,12,63,419968
984,1,12,64,447056
985,1,12,65,475434
986,1,12,66,505142
987,1,12,67,536221
988,1,12,68,568712
989,1,12,69,602658
990,1,12,70,638101
991,1,12,71,673544
992,1,12,72,708988
993,1,12,73,744431
994,1,12,74,779874
995,1,12,75,815318
996,1,12,76,850761
997,1,12,77,886204
998,1,12,78,921648
999,1,12,79,957091
1000,1,12,80,992534
1001,1,12,81,1027978
1002,1,12,82,1063421
1003,1,12,83,1098864
1004,1,12,84,1134308
1005,1,12,85,1169751
1006,1,12,86,1205194
1007,1,12,87,1240638
1008,1,12,88,1276081
1009,1,12,89,1311524
1010,1,12,90,1346968
1011,1,12,91,1382411
1012,1,12,92,1417854
1013,1,12,93,1453298
1014,1,12,94,1488741
1015,1,12,95,1524184
1016,1,12,96,1559628
1017,1,12,97,1595071
1018,1,12,98,1630514
1019,1,12,99,1665958
1020,1,13,1,0
1021,1,13,2,4
1022,1,13,3,11
1023,1,13,4,22
1024,1,13,5,40
1025,1,13,6,68
1026,1,13,7,106
1027,1,13,8,160
1028,1,13,9,233
1029,1,13,10,330
1030,1,13,11,454
1031,1,13,12,612
1032,1,13,13,808
1033,1,13,14,1050
1034,1,13,15,1344
1035,1,13,16,1697
1036,1,13,17,2116
1037,1,13,18,2611
1038,1,13,19,3189
1039,1,13,20,3860
1040,1,13,21,4632
1041,1,13,22,5517
1042,1,13,23,6525
1043,1,13,24,7666
1044,1,13,25,8952
1045,1,13,26,10396
1046,1,13,27,12009
1047,1,13,28,13804
1048,1,13,29,15795
1049,1,13,30,17996
1050,1,13,31,20421
1051,1,13,32,23085
1052,1,13,33,26003
1053,1,13,34,29191
1054,1,13,35,32665
1055,1,13,36,36442
1056,1,13,37,40539
1057,1,13,38,44973
1058,1,13,39,49764
1059,1,13,40,54929
1060,1,13,41,60488
1061,1,13,42,66461
1062,1,13,43,72866
1063,1,13,44,79726
1064,1,13,45,87060
1065,1,13,46,94891
1066,1,13,47,103241
1067,1,13,48,112131
1068,1,13,49,121585
1069,1,13,50,131627
1070,1,13,51,142280
1071,1,13,52,153568
1072,1,13,53,165517
1073,1,13,54,178152
1074,1,13,55,191498
1075,1,13,56,205582
1076,1,13,57,220430
1077,1,13,58,236071
1078,1,13,59,252531
1079,1,13,60,269839
1080,1,13,61,288023
1081,1,13,62,307113
1082,1,13,63,327139
1083,1,13,64,348129
1084,1,13,65,370116
1085,1,13,66,393130
1086,1,13,67,417202
1087,1,13,68,442365
1088,1,13,69,468651
1089,1,13,70,496094
1090,1,13,71,523536
1091,1,13,72,550978
1092,1,13,73,578421
1093,1,13,74,605863
1094,1,13,75,633305
1095,1,13,76,660748
1096,1,13,77,688190
1097,1,13,78,715632
1098,1,13,79,743075
1099,1,13,80,770517
1100,1,13,81,797959
1101,1,13,82,825402
1102,1,13,83,852844
1103,1,13,84,880286
1104,1,13,85,907729
1105,1,13,86,935171
1106,1,13,87,962613
1107,1,13,88,990056
1108,1,13,89,1017498
1109,1,13,90,1044940
1110,1,13,91,1072383
1111,1,13,92,1099825
1112,1,13,93,1127267
1113,1,13,94,1154710
1114,1,13,95,1182152
1115,1,13,96,1209594
1116,1,13,97,1237037
1117,1,13,98,1264479
1118,1,13,99,1291921
