id,group_id,lv,insert_type_1,hp_value1,hp_value2,mp_value1,mp_value2,insert_type_2,strength,vitality,agility,intelligence,spirit,magic,luck,insert_type_3,accuracy_rate,magic_evasion_rate,magical_times1,magical_times2,magical_times3,magical_times4,magical_times5,magical_times6,magical_times7,magical_times8
37,1,47,2,57,57,1,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
38,1,48,2,70,70,8,8,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
39,1,49,2,78,78,7,7,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
40,1,50,2,99,99,14,14,1,2,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
41,1,51,2,51,51,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
42,1,52,2,72,72,7,7,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
43,1,53,2,101,101,6,6,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
44,1,54,2,75,75,19,19,1,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
45,1,55,2,61,61,14,14,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46,1,56,2,61,61,10,10,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,1,57,2,101,101,6,6,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48,1,58,2,92,92,14,14,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
49,1,59,2,80,80,16,16,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,1,60,2,89,89,11,11,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51,1,61,2,120,120,7,7,1,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
52,1,62,2,100,100,11,11,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
53,1,63,2,74,74,3,3,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
54,1,64,2,98,98,12,12,1,1,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
55,1,65,2,95,95,12,12,1,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
56,1,66,2,109,109,18,18,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
57,1,67,2,75,75,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
58,1,68,2,133,133,1,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
59,1,69,2,133,133,10,10,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60,1,70,2,123,123,4,4,1,1,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
61,1,71,2,94,94,5,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,1,72,2,74,74,16,16,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
63,1,73,2,73,73,14,14,1,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0
64,1,74,2,146,146,16,16,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65,1,75,2,93,93,18,18,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
66,1,76,2,133,133,8,8,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
67,1,77,2,153,153,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
68,1,78,2,126,126,11,11,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,1,79,2,128,128,9,9,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
70,1,80,2,96,96,16,16,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
71,1,81,2,135,135,8,8,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72,1,82,2,125,125,6,6,1,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
73,1,83,2,102,102,14,14,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
74,1,84,2,86,86,14,14,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
75,1,85,2,148,148,12,12,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
76,1,86,2,143,143,9,9,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
77,1,87,2,96,96,9,9,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
78,1,88,2,102,102,15,15,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
79,1,89,2,153,153,18,18,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
80,1,90,2,111,111,14,14,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
81,1,91,2,131,131,2,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
82,1,92,2,148,148,9,9,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83,1,93,2,166,166,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
84,1,94,2,114,114,1,1,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85,1,95,2,141,141,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
86,1,96,2,183,183,5,5,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
87,1,97,2,135,135,6,6,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
88,1,98,2,111,111,17,17,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
89,1,99,2,183,183,10,10,1,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0
90,2,11,2,17,17,6,6,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
91,2,12,2,15,15,10,10,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
92,2,13,2,15,15,14,14,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
93,2,14,2,19,19,19,19,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
94,2,15,2,19,19,5,5,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
95,2,16,2,23,23,16,16,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
96,2,17,2,20,20,8,8,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
97,2,18,2,30,30,13,13,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
98,2,19,2,33,33,11,11,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
99,2,20,2,26,26,6,6,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
100,2,21,2,26,26,4,4,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
101,2,22,2,32,32,18,18,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
102,2,23,2,33,33,10,10,1,0,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0
103,2,24,2,41,41,16,16,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
104,2,25,2,49,49,15,15,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
105,2,26,2,31,31,11,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
106,2,27,2,30,30,16,16,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
107,2,28,2,51,51,17,17,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
108,2,29,2,51,51,4,4,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0
109,2,30,2,30,30,9,9,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,2,31,2,57,57,5,5,1,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0
111,2,32,2,51,51,4,4,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
112,2,33,2,38,38,18,18,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
113,2,34,2,37,37,10,10,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
114,2,35,2,44,44,2,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
115,2,36,2,65,65,12,12,1,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
116,2,37,2,49,49,18,18,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
117,2,38,2,64,64,17,17,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
118,2,39,2,46,46,12,12,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
119,2,40,2,57,57,9,9,1,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
120,2,41,2,81,81,8,8,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
121,2,42,2,44,44,10,10,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
122,2,43,2,75,75,17,17,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
123,2,44,2,60,60,8,8,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
124,2,45,2,63,63,4,4,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
125,2,46,2,65,65,6,6,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
126,2,47,2,51,51,8,8,1,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
127,2,48,2,78,78,17,17,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
128,2,49,2,87,87,5,5,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,2,50,2,92,92,10,10,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
130,2,51,2,52,52,2,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
131,2,52,2,81,81,14,14,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
132,2,53,2,97,97,18,18,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
133,2,54,2,62,62,9,9,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
134,2,55,2,73,73,12,12,1,0,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
135,2,56,2,82,82,4,4,1,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
136,2,57,2,99,99,8,8,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
137,2,58,2,100,100,1,1,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
138,2,59,2,84,84,6,6,1,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
139,2,60,2,96,96,3,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
140,2,61,2,113,113,12,12,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
141,2,62,2,84,84,11,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
142,2,63,2,74,74,10,10,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
143,2,64,2,104,104,17,17,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
144,2,65,2,103,103,17,17,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
145,2,66,2,125,125,11,11,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
146,2,67,2,100,100,9,9,1,1,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
147,2,68,2,98,98,11,11,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
148,2,69,2,74,74,17,17,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
149,2,70,2,94,94,7,7,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
150,2,71,2,123,123,16,16,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
151,2,72,2,90,90,9,9,1,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
152,2,73,2,101,101,17,17,1,0,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
153,2,74,2,113,113,7,7,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
154,2,75,2,118,118,13,13,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
155,2,76,2,131,131,5,5,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
156,2,77,2,120,120,19,19,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
157,2,78,2,80,80,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
158,2,79,2,154,154,8,8,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
159,2,80,2,84,84,9,9,1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
160,2,81,2,147,147,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
161,2,82,2,82,82,7,7,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
162,2,83,2,117,117,9,9,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
163,2,84,2,107,107,4,4,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
164,2,85,2,160,160,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
165,2,86,2,88,88,8,8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
166,2,87,2,148,148,4,4,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
167,2,88,2,166,166,10,10,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
168,2,89,2,112,112,8,8,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
169,2,90,2,143,143,4,4,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
170,2,91,2,179,179,14,14,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
171,2,92,2,148,148,16,16,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
172,2,93,2,98,98,19,19,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
173,2,94,2,95,95,2,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
174,2,95,2,118,118,14,14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
175,2,96,2,171,171,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
176,2,97,2,118,118,11,11,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0
177,2,98,2,152,152,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
178,2,99,2,100,100,5,5,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
179,3,11,2,14,14,0,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
180,3,12,2,20,20,15,15,1,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
181,3,13,2,22,22,1,1,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
182,3,14,2,15,15,7,7,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
183,3,15,2,16,16,16,16,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
184,3,16,2,23,23,13,13,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
185,3,17,2,17,17,11,11,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
186,3,18,2,28,28,5,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
187,3,19,2,32,32,14,14,1,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
188,3,20,2,28,28,5,5,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
189,3,21,2,26,26,9,9,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
190,3,22,2,34,34,19,19,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
191,3,23,2,34,34,3,3,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
192,3,24,2,44,44,2,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
193,3,25,2,41,41,10,10,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
194,3,26,2,32,32,16,16,1,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
195,3,27,2,50,50,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
196,3,28,2,48,48,15,15,1,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
197,3,29,2,34,34,11,11,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
198,3,30,2,50,50,17,17,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
199,3,31,2,52,52,17,17,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
200,3,32,2,61,61,8,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201,3,33,2,45,45,11,11,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
202,3,34,2,56,56,7,7,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
203,3,35,2,56,56,17,17,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
204,3,36,2,52,52,18,18,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
205,3,37,2,40,40,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
206,3,38,2,51,51,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
207,3,39,2,60,60,14,14,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
208,3,40,2,64,64,2,2,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
209,3,41,2,66,66,12,12,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
210,3,42,2,61,61,17,17,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
211,3,43,2,49,49,15,15,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
212,3,44,2,63,63,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
213,3,45,2,80,80,12,12,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
214,3,46,2,73,73,0,0,1,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
215,3,47,2,76,76,11,11,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
216,3,48,2,83,83,1,1,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0
217,3,49,2,59,59,9,9,1,0,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0
218,3,50,2,71,71,5,5,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
219,3,51,2,85,85,3,3,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
220,3,52,2,82,82,6,6,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
221,3,53,2,80,80,7,7,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
222,3,54,2,81,81,11,11,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223,3,55,2,60,60,8,8,1,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
224,3,56,2,79,79,18,18,1,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
225,3,57,2,106,106,10,10,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
226,3,58,2,64,64,13,13,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
227,3,59,2,74,74,14,14,1,0,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
228,3,60,2,79,79,13,13,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
229,3,61,2,120,120,0,0,1,2,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
230,3,62,2,71,71,15,15,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
231,3,63,2,125,125,6,6,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
232,3,64,2,66,66,19,19,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
233,3,65,2,87,87,2,2,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
234,3,66,2,78,78,13,13,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
235,3,67,2,91,91,19,19,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
236,3,68,2,89,89,18,18,1,2,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
237,3,69,2,97,97,18,18,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,3,70,2,123,123,4,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,3,71,2,83,83,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
240,3,72,2,81,81,3,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
241,3,73,2,108,108,19,19,1,1,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
242,3,74,2,96,96,6,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,3,75,2,81,81,5,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
244,3,76,2,128,128,7,7,1,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
245,3,77,2,135,135,3,3,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
246,3,78,2,112,112,10,10,1,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
247,3,79,2,153,153,3,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
248,3,80,2,83,83,10,10,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,3,81,2,113,113,5,5,1,2,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
250,3,82,2,116,116,4,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
251,3,83,2,144,144,3,3,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
252,3,84,2,131,131,12,12,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
253,3,85,2,141,141,12,12,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
